date,hits,keyword,geo,time,gprop,category,searches,hits_score
2022-08-22T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-08-23T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-08-24T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-08-25T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-08-26T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-08-27T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-08-28T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-08-29T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-08-30T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-08-31T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-01T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-02T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-03T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-04T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-05T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-06T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-07T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-08T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-09T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-10T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-11T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-12T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-13T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-14T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-15T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-16T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-17T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-18T00:00:00Z,0,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,0,0
2022-09-19T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-20T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-21T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-22T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-23T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-24T00:00:00Z,< 1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,,0
2022-09-25T00:00:00Z,1,fratelli d'italia,IT,2022-07-21 2022-09-25,web,0,1,1
